year,month,day,hour,PM2.5,PM10,NO2,CO,station
2015,2,23,4,22.0,90.0,18.0,500.0,Changping
2015,2,23,5,31.0,97.0,24.0,700.0,Changping
2015,2,23,6,21.0,91.0,16.0,600.0,Changping
2015,2,23,7,23.0,75.0,17.0,600.0,Changping
2015,2,23,8,25.0,78.0,15.0,700.0,Changping
2015,2,23,9,27.0,81.0,17.0,700.0,Changping
2015,2,23,10,32.0,80.0,16.0,600.0,Changping
2015,2,23,11,28.0,78.0,11.0,400.0,Changping
2015,2,23,12,19.0,57.0,9.0,300.0,Changping
2015,2,23,13,18.0,76.0,13.0,500.0,Changping
2015,2,23,14,30.0,77.0,15.0,500.0,Changping
2015,2,23,15,34.0,101.0,19.0,500.0,Changping
2015,2,23,16,31.0,105.0,18.0,500.0,Changping
2015,2,23,17,41.0,110.0,25.0,500.0,Changping
2015,2,23,18,44.0,109.0,32.0,600.0,Changping
2015,2,23,19,42.0,117.0,27.0,700.0,Changping
2015,2,23,20,81.0,170.0,40.0,900.0,Changping
2015,2,23,21,127.0,216.0,46.0,1100.0,Changping
2015,2,23,22,140.0,212.0,49.0,1300.0,Changping
2015,2,23,23,83.0,132.0,26.0,1000.0,Changping
2015,2,24,0,83.0,134.0,26.0,1300.0,Changping
2015,2,24,1,95.0,145.0,30.0,1500.0,Changping
2015,2,24,2,91.0,133.0,28.0,1400.0,Changping
2015,2,24,3,89.0,142.0,47.0,2300.0,Changping
2015,2,24,4,99.0,142.0,66.0,2100.0,Changping
2015,2,24,5,96.0,142.0,58.0,2400.0,Changping
2015,2,24,6,97.0,139.0,43.0,1900.0,Changping
2015,2,24,7,85.0,141.0,37.0,1300.0,Changping
2015,2,24,8,85.0,137.0,31.0,1300.0,Changping
2015,2,24,9,86.0,148.0,32.0,1300.0,Changping
2015,2,24,10,106.0,172.0,50.0,1800.0,Changping
2015,2,24,11,114.0,214.0,50.0,1800.0,Changping
2015,2,24,12,104.0,189.0,40.0,1700.0,Changping
2015,2,24,13,115.0,183.0,43.0,1700.0,Changping
2015,2,24,14,124.0,187.0,42.0,1700.0,Changping
2015,2,24,15,121.0,178.0,38.0,1600.0,Changping
2015,2,24,16,124.0,200.0,47.0,1700.0,Changping
2015,2,24,17,148.0,225.0,51.0,2000.0,Changping
2015,2,24,18,166.0,245.0,56.0,2300.0,Changping
2015,2,24,19,187.0,276.0,62.0,2800.0,Changping
2015,2,24,20,212.0,305.0,68.0,3100.0,Changping
2015,2,24,21,211.0,300.0,66.0,2600.0,Changping
2015,2,24,22,204.0,260.0,56.0,2400.0,Changping
2015,2,24,23,196.0,241.0,54.0,2900.0,Changping
2015,2,25,0,217.0,296.0,65.0,2900.0,Changping
2015,2,25,1,218.0,299.0,51.0,2500.0,Changping
2015,2,25,2,214.0,262.0,55.0,3000.0,Changping
2015,2,25,3,208.0,255.0,56.0,3000.0,Changping
2015,2,25,4,200.0,236.0,48.0,2700.0,Changping
2015,2,25,5,119.0,119.0,26.0,1700.0,Changping
2015,2,25,6,20.0,20.0,8.0,400.0,Changping
2015,2,25,7,15.0,15.0,16.0,400.0,Changping
2015,2,25,8,10.0,24.0,15.0,400.0,Changping
2015,2,25,9,16.0,25.0,18.0,400.0,Changping
2015,2,25,10,13.0,34.0,15.0,500.0,Changping
2015,2,25,11,15.0,15.0,11.0,400.0,Changping
2015,2,25,12,18.0,42.0,14.0,400.0,Changping
2015,2,25,13,19.0,38.0,13.0,400.0,Changping
2015,2,25,14,22.0,33.0,11.0,400.0,Changping
2015,2,25,15,16.0,42.0,11.0,400.0,Changping
2015,2,25,16,16.0,36.0,11.0,400.0,Changping
2015,2,25,17,15.0,32.0,14.0,400.0,Changping
2015,2,25,18,14.0,32.0,16.0,400.0,Changping
2015,2,25,19,14.0,25.0,15.0,300.0,Changping
2015,2,25,20,12.0,24.0,18.0,500.0,Changping
2015,2,25,21,25.0,46.0,25.0,700.0,Changping
2015,2,25,22,20.0,35.0,25.0,600.0,Changping
2015,2,25,23,20.0,32.0,24.0,500.0,Changping
2015,2,26,0,16.0,19.0,14.0,400.0,Changping
2015,2,26,1,11.0,17.0,14.0,300.0,Changping
2015,2,26,2,10.0,12.0,4.0,300.0,Changping
2015,2,26,3,8.0,10.0,4.0,300.0,Changping
2015,2,26,4,8.0,9.0,4.0,300.0,Changping
2015,2,26,5,6.0,14.0,11.0,300.0,Changping
2015,2,26,6,8.0,14.0,12.0,400.0,Changping
2015,2,26,7,11.0,16.0,21.0,400.0,Changping
2015,2,26,8,14.0,20.0,25.0,500.0,Changping
2015,2,26,9,15.0,23.0,23.0,600.0,Changping
2015,2,26,10,17.0,18.0,16.0,500.0,Changping
2015,2,26,11,14.0,20.0,13.0,400.0,Changping
2015,2,26,12,13.0,26.0,12.0,400.0,Changping
2015,2,26,13,17.0,26.0,11.0,400.0,Changping
2015,2,26,14,15.0,35.0,11.0,400.0,Changping
2015,2,26,15,15.0,38.0,12.0,400.0,Changping
2015,2,26,16,25.0,36.0,12.0,400.0,Changping
2015,2,26,17,18.0,35.0,14.0,400.0,Changping
2015,2,26,18,19.0,39.0,22.0,500.0,Changping
2015,2,26,19,26.0,51.0,29.0,600.0,Changping
2015,2,26,20,14.0,31.0,18.0,400.0,Changping
2015,2,26,21,9.0,38.0,23.0,400.0,Changping
2015,2,26,22,13.0,44.0,15.0,300.0,Changping
2015,2,26,23,6.0,27.0,18.0,300.0,Changping
2015,2,27,0,11.0,20.0,7.0,300.0,Changping
2015,2,27,1,13.0,18.0,10.0,300.0,Changping
2015,2,27,2,13.0,19.0,13.0,400.0,Changping
2015,2,27,3,10.0,16.0,15.0,500.0,Changping
2015,2,27,4,14.0,15.0,20.0,400.0,Changping
2015,2,27,5,13.0,15.0,12.0,500.0,Changping
2015,2,27,6,26.0,48.0,50.0,1500.0,Changping
2015,2,27,7,37.0,44.0,51.0,1500.0,Changping
2015,2,27,8,24.0,41.0,54.0,1400.0,Changping
2015,2,27,9,29.0,49.0,46.0,1400.0,Changping
2015,2,27,10,33.0,38.0,35.0,1000.0,Changping
2015,2,27,11,26.0,36.0,41.0,900.0,Changping
2015,2,27,12,28.0,33.0,39.0,800.0,Changping
2015,2,27,13,22.0,28.0,31.0,800.0,Changping
2015,2,27,14,20.0,20.0,24.0,500.0,Changping
2015,2,27,15,24.0,30.0,26.0,700.0,Changping
2015,2,27,16,24.0,44.0,30.0,800.0,Changping
2015,2,27,17,29.0,50.0,37.0,900.0,Changping
2015,2,27,18,34.0,58.0,42.0,1000.0,Changping
2015,2,27,19,39.0,62.0,43.0,1000.0,Changping
2015,2,27,20,45.0,70.0,46.0,1200.0,Changping
2015,2,27,21,51.0,70.0,41.0,1200.0,Changping
2015,2,27,22,54.0,75.0,40.0,1300.0,Changping
2015,2,27,23,58.0,84.0,40.0,1300.0,Changping
2015,2,28,0,55.0,101.0,39.0,1200.0,Changping
2015,2,28,1,50.0,76.0,38.0,1000.0,Changping
2015,2,28,2,54.0,70.0,40.0,1000.0,Changping
2015,2,28,3,65.0,68.0,38.0,1100.0,Changping
2015,2,28,4,66.0,66.0,38.0,1100.0,Changping
2015,2,28,5,66.0,66.0,35.0,1100.0,Changping
2015,2,28,6,57.0,57.0,33.0,1100.0,Changping
2015,2,28,7,56.0,56.0,36.0,1000.0,Changping
2015,2,28,8,60.0,60.0,39.0,1000.0,Changping
2015,2,28,9,65.0,65.0,39.0,1100.0,Changping
2015,2,28,10,77.0,77.0,40.0,1300.0,Changping
2015,2,28,11,113.0,113.0,38.0,1500.0,Changping
2015,2,28,12,110.0,110.0,28.0,1200.0,Changping
2015,2,28,13,108.0,108.0,28.0,1100.0,Changping
2015,2,28,14,110.0,110.0,31.0,1200.0,Changping
2015,2,28,15,114.0,114.0,32.0,1200.0,Changping
2015,2,28,16,128.0,128.0,33.0,1300.0,Changping
2015,2,28,17,159.0,169.0,51.0,1500.0,Changping
2015,2,28,18,183.0,183.0,59.0,1600.0,Changping
2015,2,28,19,188.0,188.0,71.0,1800.0,Changping
2015,2,28,20,197.0,197.0,73.0,1900.0,Changping
2015,2,28,21,203.0,205.0,72.0,2100.0,Changping
2015,2,28,22,203.0,218.0,70.0,2300.0,Changping
2015,2,28,23,93.0,253.0,20.0,700.0,Changping
2015,3,1,0,32.0,279.0,9.0,300.0,Changping
2015,3,1,1,24.0,144.0,12.0,400.0,Changping
2015,3,1,2,28.0,93.0,22.0,800.0,Changping
2015,3,1,3,23.0,62.0,23.0,800.0,Changping
2015,3,1,4,11.0,31.0,18.0,700.0,Changping
2015,3,1,5,11.0,30.0,12.0,500.0,Changping
2015,3,1,6,10.0,32.0,16.0,600.0,Changping
2015,3,1,7,16.0,30.0,18.0,500.0,Changping
2015,3,1,8,20.0,42.0,33.0,800.0,Changping
2015,3,1,9,21.0,40.0,28.0,700.0,Changping
2015,3,1,10,16.0,34.0,16.0,500.0,Changping
2015,3,1,11,18.0,44.0,15.0,500.0,Changping
2015,3,1,12,15.0,40.0,14.0,500.0,Changping
2015,3,1,13,15.0,37.0,13.0,500.0,Changping
2015,3,1,14,21.0,42.0,15.0,500.0,Changping
2015,3,1,15,14.0,46.0,14.0,400.0,Changping
2015,3,1,16,20.0,41.0,14.0,400.0,Changping
2015,3,1,17,17.0,39.0,16.0,500.0,Changping
2015,3,1,18,20.0,38.0,22.0,500.0,Changping
2015,3,1,19,35.0,62.0,55.0,1100.0,Changping
2015,3,1,20,59.0,89.0,88.0,1600.0,Changping
2015,3,1,21,69.0,108.0,86.0,1900.0,Changping
2015,3,1,22,79.0,120.0,84.0,2400.0,Changping
2015,3,1,23,80.0,123.0,76.0,2600.0,Changping
2015,3,2,0,163.0,198.0,68.0,5900.0,Changping
2015,3,2,1,177.0,177.0,64.0,5700.0,Changping
2015,3,2,2,107.0,107.0,65.0,4000.0,Changping
2015,3,2,3,84.0,87.0,65.0,3900.0,Changping
2015,3,2,4,54.0,56.0,56.0,2100.0,Changping
2015,3,2,5,60.0,60.0,58.0,1800.0,Changping
2015,3,2,6,60.0,68.0,48.0,1500.0,Changping
2015,3,2,7,73.0,107.0,62.0,3800.0,Changping
2015,3,2,8,76.0,105.0,65.0,3700.0,Changping
2015,3,2,9,82.0,108.0,71.0,2900.0,Changping
2015,3,2,10,,,,,Changping
2015,3,2,11,,,,,Changping
2015,3,2,12,,,,,Changping
2015,3,2,13,,,,,Changping
2015,3,2,14,,,,,Changping
2015,3,2,15,33.0,94.0,16.0,500.0,Changping
2015,3,2,16,33.0,100.0,16.0,400.0,Changping
2015,3,2,17,21.0,97.0,15.0,300.0,Changping
2015,3,2,18,12.0,84.0,21.0,300.0,Changping
2015,3,2,19,13.0,48.0,18.0,300.0,Changping
2015,3,2,20,8.0,41.0,11.0,300.0,Changping
2015,3,2,21,6.0,35.0,10.0,300.0,Changping
2015,3,2,22,10.0,10.0,8.0,300.0,Changping
2015,3,2,23,7.0,13.0,13.0,300.0,Changping
2015,3,3,0,7.0,9.0,7.0,300.0,Changping
2015,3,3,1,8.0,26.0,8.0,300.0,Changping
2015,3,3,2,7.0,33.0,15.0,300.0,Changping
2015,3,3,3,3.0,8.0,12.0,200.0,Changping
2015,3,3,4,7.0,12.0,14.0,300.0,Changping
2015,3,3,5,4.0,9.0,16.0,400.0,Changping
2015,3,3,6,5.0,31.0,9.0,300.0,Changping
2015,3,3,7,10.0,88.0,10.0,200.0,Changping
2015,3,3,8,7.0,81.0,8.0,300.0,Changping
2015,3,3,9,5.0,69.0,8.0,300.0,Changping
2015,3,3,10,8.0,24.0,7.0,300.0,Changping
2015,3,3,11,4.0,17.0,7.0,300.0,Changping
2015,3,3,12,10.0,13.0,7.0,300.0,Changping
2015,3,3,13,12.0,22.0,6.0,300.0,Changping
2015,3,3,14,9.0,35.0,6.0,300.0,Changping
2015,3,3,15,8.0,57.0,6.0,300.0,Changping
2015,3,3,16,6.0,75.0,7.0,300.0,Changping
2015,3,3,17,11.0,108.0,8.0,300.0,Changping
2015,3,3,18,19.0,120.0,21.0,300.0,Changping
2015,3,3,19,18.0,96.0,21.0,300.0,Changping
2015,3,3,20,18.0,88.0,20.0,400.0,Changping
2015,3,3,21,11.0,68.0,12.0,400.0,Changping
2015,3,3,22,8.0,51.0,8.0,400.0,Changping
2015,3,3,23,16.0,47.0,8.0,500.0,Changping
2015,3,4,0,16.0,43.0,8.0,500.0,Changping
2015,3,4,1,18.0,43.0,14.0,600.0,Changping
2015,3,4,2,17.0,52.0,24.0,800.0,Changping
2015,3,4,3,16.0,36.0,21.0,600.0,Changping
2015,3,4,4,11.0,27.0,27.0,500.0,Changping
2015,3,4,5,15.0,28.0,24.0,400.0,Changping
2015,3,4,6,13.0,32.0,27.0,600.0,Changping
2015,3,4,7,23.0,34.0,29.0,800.0,Changping
2015,3,4,8,18.0,35.0,37.0,800.0,Changping
2015,3,4,9,23.0,36.0,30.0,700.0,Changping
2015,3,4,10,19.0,19.0,17.0,500.0,Changping
2015,3,4,11,8.0,14.0,13.0,400.0,Changping
2015,3,4,12,7.0,20.0,15.0,400.0,Changping
2015,3,4,13,13.0,15.0,11.0,300.0,Changping
2015,3,4,14,16.0,16.0,10.0,300.0,Changping
2015,3,4,15,3.0,16.0,10.0,300.0,Changping
2015,3,4,16,12.0,38.0,17.0,400.0,Changping
2015,3,4,17,25.0,42.0,20.0,400.0,Changping
2015,3,4,18,27.0,52.0,32.0,400.0,Changping
2015,3,4,19,28.0,60.0,38.0,500.0,Changping
2015,3,4,20,36.0,65.0,36.0,600.0,Changping
2015,3,4,21,60.0,97.0,75.0,1300.0,Changping
2015,3,4,22,58.0,73.0,42.0,1100.0,Changping
2015,3,4,23,54.0,71.0,31.0,1100.0,Changping
2015,3,5,0,47.0,66.0,23.0,800.0,Changping
2015,3,5,1,49.0,70.0,25.0,1000.0,Changping
2015,3,5,2,51.0,71.0,28.0,1000.0,Changping
2015,3,5,3,48.0,62.0,27.0,900.0,Changping
2015,3,5,4,48.0,66.0,46.0,1100.0,Changping
2015,3,5,5,50.0,63.0,32.0,1100.0,Changping
2015,3,5,6,53.0,69.0,45.0,1100.0,Changping
2015,3,5,7,60.0,88.0,61.0,1600.0,Changping
2015,3,5,8,63.0,88.0,53.0,1400.0,Changping
2015,3,5,9,73.0,90.0,48.0,1400.0,Changping
2015,3,5,10,82.0,109.0,62.0,1600.0,Changping
2015,3,5,11,87.0,120.0,53.0,1500.0,Changping
2015,3,5,12,116.0,149.0,53.0,1700.0,Changping
2015,3,5,13,122.0,140.0,66.0,1800.0,Changping
2015,3,5,14,,,,,Changping
2015,3,5,15,,,31.0,1000.0,Changping
2015,3,5,16,32.0,77.0,32.0,900.0,Changping
2015,3,5,17,67.0,99.0,43.0,900.0,Changping
2015,3,5,18,71.0,105.0,56.0,1000.0,Changping
2015,3,5,19,88.0,125.0,73.0,1200.0,Changping
2015,3,5,20,123.0,180.0,64.0,1400.0,Changping
2015,3,5,21,179.0,255.0,90.0,1600.0,Changping
2015,3,5,22,218.0,299.0,98.0,2000.0,Changping
2015,3,5,23,187.0,253.0,93.0,1900.0,Changping
2015,3,6,0,166.0,222.0,88.0,1800.0,Changping
2015,3,6,1,183.0,232.0,87.0,1900.0,Changping
2015,3,6,2,152.0,193.0,70.0,1900.0,Changping
2015,3,6,3,161.0,199.0,71.0,2700.0,Changping
2015,3,6,4,141.0,178.0,78.0,2400.0,Changping
2015,3,6,5,147.0,183.0,79.0,1800.0,Changping
2015,3,6,6,143.0,170.0,65.0,1600.0,Changping
2015,3,6,7,144.0,180.0,61.0,1600.0,Changping
2015,3,6,8,154.0,191.0,64.0,1800.0,Changping
2015,3,6,9,163.0,210.0,60.0,2100.0,Changping
2015,3,6,10,172.0,225.0,73.0,2500.0,Changping
2015,3,6,11,169.0,216.0,69.0,2000.0,Changping
2015,3,6,12,154.0,185.0,52.0,1700.0,Changping
2015,3,6,13,163.0,190.0,51.0,1600.0,Changping
2015,3,6,14,169.0,195.0,54.0,1700.0,Changping
2015,3,6,15,179.0,207.0,65.0,1800.0,Changping
2015,3,6,16,185.0,219.0,92.0,2000.0,Changping
2015,3,6,17,199.0,236.0,124.0,2400.0,Changping
2015,3,6,18,213.0,256.0,132.0,2400.0,Changping
2015,3,6,19,231.0,272.0,144.0,2600.0,Changping
2015,3,6,20,238.0,275.0,140.0,2900.0,Changping
2015,3,6,21,235.0,265.0,125.0,2900.0,Changping
2015,3,6,22,232.0,250.0,118.0,2800.0,Changping
2015,3,6,23,234.0,246.0,96.0,2700.0,Changping
2015,3,7,0,230.0,253.0,88.0,2600.0,Changping
2015,3,7,1,238.0,259.0,106.0,3200.0,Changping
2015,3,7,2,226.0,246.0,77.0,2600.0,Changping
2015,3,7,3,231.0,253.0,91.0,2900.0,Changping
2015,3,7,4,227.0,243.0,54.0,2200.0,Changping
2015,3,7,5,222.0,234.0,49.0,2000.0,Changping
2015,3,7,6,232.0,238.0,67.0,2600.0,Changping
2015,3,7,7,267.0,293.0,88.0,5000.0,Changping
2015,3,7,8,291.0,323.0,92.0,5200.0,Changping
2015,3,7,9,283.0,330.0,102.0,4400.0,Changping
2015,3,7,10,272.0,328.0,105.0,4000.0,Changping
2015,3,7,11,245.0,286.0,92.0,2800.0,Changping
2015,3,7,12,229.0,255.0,71.0,2300.0,Changping
2015,3,7,13,200.0,215.0,49.0,1700.0,Changping
2015,3,7,14,177.0,194.0,44.0,1500.0,Changping
2015,3,7,15,124.0,141.0,44.0,1200.0,Changping
2015,3,7,16,112.0,136.0,38.0,1100.0,Changping
2015,3,7,17,144.0,182.0,44.0,1300.0,Changping
2015,3,7,18,163.0,203.0,46.0,1400.0,Changping
2015,3,7,19,204.0,246.0,60.0,1700.0,Changping
2015,3,7,20,232.0,283.0,77.0,2000.0,Changping
2015,3,7,21,238.0,267.0,78.0,2000.0,Changping
2015,3,7,22,221.0,243.0,74.0,1700.0,Changping
2015,3,7,23,221.0,240.0,67.0,1700.0,Changping
2015,3,8,0,227.0,230.0,70.0,1800.0,Changping
2015,3,8,1,219.0,224.0,76.0,1800.0,Changping
2015,3,8,2,221.0,221.0,73.0,1900.0,Changping
2015,3,8,3,218.0,218.0,85.0,2300.0,Changping
2015,3,8,4,216.0,216.0,80.0,2200.0,Changping
2015,3,8,5,228.0,228.0,81.0,2500.0,Changping
2015,3,8,6,223.0,223.0,79.0,2500.0,Changping
2015,3,8,7,214.0,214.0,70.0,2000.0,Changping
2015,3,8,8,212.0,212.0,68.0,1900.0,Changping
2015,3,8,9,208.0,232.0,60.0,1800.0,Changping
2015,3,8,10,138.0,145.0,49.0,1400.0,Changping
2015,3,8,11,48.0,91.0,21.0,600.0,Changping
2015,3,8,12,17.0,31.0,13.0,300.0,Changping
2015,3,8,13,6.0,14.0,10.0,300.0,Changping
2015,3,8,14,12.0,12.0,10.0,300.0,Changping
2015,3,8,15,4.0,13.0,13.0,300.0,Changping
2015,3,8,16,9.0,29.0,14.0,300.0,Changping
2015,3,8,17,6.0,22.0,15.0,300.0,Changping
2015,3,8,18,3.0,27.0,20.0,300.0,Changping
2015,3,8,19,14.0,47.0,20.0,300.0,Changping
2015,3,8,20,11.0,47.0,18.0,300.0,Changping
2015,3,8,21,10.0,62.0,15.0,300.0,Changping
2015,3,8,22,19.0,169.0,11.0,300.0,Changping
2015,3,8,23,18.0,104.0,18.0,300.0,Changping
2015,3,9,0,18.0,94.0,14.0,300.0,Changping
2015,3,9,1,10.0,65.0,13.0,300.0,Changping
2015,3,9,2,7.0,40.0,13.0,200.0,Changping
2015,3,9,3,4.0,27.0,18.0,200.0,Changping
2015,3,9,4,3.0,16.0,22.0,300.0,Changping
2015,3,9,5,6.0,14.0,22.0,300.0,Changping
2015,3,9,6,3.0,16.0,13.0,300.0,Changping
2015,3,9,7,7.0,18.0,15.0,300.0,Changping
2015,3,9,8,6.0,31.0,23.0,300.0,Changping
2015,3,9,9,5.0,23.0,16.0,300.0,Changping
2015,3,9,10,4.0,13.0,14.0,300.0,Changping
2015,3,9,11,6.0,13.0,10.0,300.0,Changping
2015,3,9,12,4.0,22.0,12.0,300.0,Changping
2015,3,9,13,13.0,40.0,11.0,300.0,Changping
2015,3,9,14,10.0,52.0,12.0,300.0,Changping
2015,3,9,15,9.0,44.0,12.0,300.0,Changping
2015,3,9,16,5.0,24.0,10.0,300.0,Changping
2015,3,9,17,3.0,22.0,12.0,300.0,Changping
2015,3,9,18,7.0,18.0,17.0,300.0,Changping
2015,3,9,19,11.0,23.0,24.0,300.0,Changping
2015,3,9,20,12.0,25.0,33.0,400.0,Changping
2015,3,9,21,14.0,23.0,29.0,400.0,Changping
2015,3,9,22,12.0,23.0,16.0,500.0,Changping
2015,3,9,23,11.0,19.0,14.0,400.0,Changping
2015,3,10,0,7.0,10.0,6.0,300.0,Changping
2015,3,10,1,6.0,7.0,6.0,300.0,Changping
2015,3,10,2,9.0,9.0,10.0,300.0,Changping
2015,3,10,3,3.0,12.0,24.0,400.0,Changping
2015,3,10,4,8.0,10.0,22.0,500.0,Changping
2015,3,10,5,8.0,12.0,24.0,600.0,Changping
2015,3,10,6,11.0,15.0,27.0,800.0,Changping
2015,3,10,7,21.0,30.0,60.0,1000.0,Changping
2015,3,10,8,14.0,27.0,38.0,800.0,Changping
2015,3,10,9,20.0,23.0,29.0,600.0,Changping
2015,3,10,10,14.0,15.0,21.0,400.0,Changping
2015,3,10,11,8.0,15.0,14.0,300.0,Changping
2015,3,10,12,15.0,15.0,12.0,300.0,Changping
2015,3,10,13,9.0,10.0,10.0,300.0,Changping
2015,3,10,14,7.0,8.0,11.0,300.0,Changping
2015,3,10,15,11.0,11.0,11.0,300.0,Changping
2015,3,10,16,32.0,53.0,26.0,500.0,Changping
2015,3,10,17,39.0,63.0,32.0,500.0,Changping
2015,3,10,18,36.0,65.0,34.0,600.0,Changping
2015,3,10,19,42.0,79.0,60.0,800.0,Changping
2015,3,10,20,50.0,87.0,65.0,900.0,Changping
2015,3,10,21,44.0,68.0,37.0,900.0,Changping
2015,3,10,22,49.0,71.0,57.0,1100.0,Changping
2015,3,10,23,104.0,150.0,89.0,3200.0,Changping
2015,3,11,0,101.0,118.0,80.0,2600.0,Changping
2015,3,11,1,62.0,62.0,54.0,1400.0,Changping
2015,3,11,2,31.0,37.0,27.0,700.0,Changping
2015,3,11,3,39.0,61.0,41.0,1000.0,Changping
2015,3,11,4,26.0,26.0,31.0,700.0,Changping
2015,3,11,5,14.0,29.0,30.0,600.0,Changping
2015,3,11,6,9.0,28.0,31.0,600.0,Changping
2015,3,11,7,14.0,27.0,28.0,400.0,Changping
2015,3,11,8,13.0,33.0,29.0,500.0,Changping
2015,3,11,9,13.0,28.0,19.0,400.0,Changping
2015,3,11,10,14.0,25.0,24.0,400.0,Changping
2015,3,11,11,13.0,21.0,16.0,500.0,Changping
2015,3,11,12,9.0,20.0,13.0,400.0,Changping
2015,3,11,13,12.0,19.0,11.0,300.0,Changping
2015,3,11,14,11.0,16.0,10.0,300.0,Changping
2015,3,11,15,11.0,20.0,10.0,300.0,Changping
2015,3,11,16,9.0,20.0,12.0,300.0,Changping
2015,3,11,17,12.0,22.0,15.0,300.0,Changping
2015,3,11,18,13.0,24.0,22.0,500.0,Changping
2015,3,11,19,21.0,65.0,42.0,600.0,Changping
2015,3,11,20,32.0,63.0,52.0,600.0,Changping
2015,3,11,21,36.0,65.0,59.0,700.0,Changping
2015,3,11,22,37.0,61.0,52.0,800.0,Changping
2015,3,11,23,36.0,45.0,38.0,700.0,Changping
2015,3,12,0,38.0,45.0,40.0,800.0,Changping
2015,3,12,1,36.0,51.0,48.0,1000.0,Changping
2015,3,12,2,61.0,86.0,73.0,1700.0,Changping
2015,3,12,3,64.0,89.0,66.0,1400.0,Changping
2015,3,12,4,68.0,113.0,64.0,2200.0,Changping
2015,3,12,5,80.0,119.0,67.0,2100.0,Changping
2015,3,12,6,56.0,85.0,70.0,1900.0,Changping
2015,3,12,7,53.0,74.0,62.0,1500.0,Changping
2015,3,12,8,48.0,76.0,57.0,1500.0,Changping
2015,3,12,9,83.0,134.0,71.0,2100.0,Changping
2015,3,12,10,94.0,137.0,78.0,2000.0,Changping
2015,3,12,11,93.0,137.0,76.0,1800.0,Changping
2015,3,12,12,90.0,135.0,73.0,1600.0,Changping
2015,3,12,13,84.0,102.0,50.0,1200.0,Changping
2015,3,12,14,52.0,55.0,30.0,700.0,Changping
2015,3,12,15,29.0,34.0,25.0,500.0,Changping
2015,3,12,16,29.0,38.0,26.0,600.0,Changping
2015,3,12,17,33.0,49.0,37.0,600.0,Changping
2015,3,12,18,46.0,60.0,57.0,800.0,Changping
2015,3,12,19,51.0,70.0,63.0,800.0,Changping
2015,3,12,20,61.0,81.0,64.0,1100.0,Changping
2015,3,12,21,59.0,71.0,48.0,1100.0,Changping
2015,3,12,22,47.0,63.0,44.0,1000.0,Changping
2015,3,12,23,58.0,64.0,42.0,1000.0,Changping
2015,3,13,0,63.0,105.0,65.0,1400.0,Changping
2015,3,13,1,134.0,226.0,98.0,2300.0,Changping
2015,3,13,2,124.0,145.0,81.0,2000.0,Changping
2015,3,13,3,116.0,137.0,86.0,2400.0,Changping
2015,3,13,4,124.0,148.0,93.0,2900.0,Changping
2015,3,13,5,90.0,90.0,70.0,1800.0,Changping
2015,3,13,6,81.0,89.0,64.0,1600.0,Changping
2015,3,13,7,79.0,100.0,70.0,1800.0,Changping
2015,3,13,8,95.0,126.0,77.0,2300.0,Changping
2015,3,13,9,112.0,165.0,75.0,2300.0,Changping
2015,3,13,10,118.0,137.0,74.0,2200.0,Changping
2015,3,13,11,9.0,9.0,17.0,400.0,Changping
2015,3,13,12,8.0,17.0,19.0,500.0,Changping
2015,3,13,13,17.0,27.0,18.0,500.0,Changping
2015,3,13,14,22.0,33.0,18.0,500.0,Changping
2015,3,13,15,17.0,30.0,15.0,400.0,Changping
2015,3,13,16,16.0,30.0,14.0,400.0,Changping
2015,3,13,17,11.0,29.0,18.0,400.0,Changping
2015,3,13,18,15.0,34.0,34.0,600.0,Changping
2015,3,13,19,21.0,56.0,42.0,600.0,Changping
2015,3,13,20,36.0,66.0,58.0,700.0,Changping
2015,3,13,21,47.0,68.0,63.0,1000.0,Changping
2015,3,13,22,33.0,39.0,38.0,800.0,Changping
2015,3,13,23,26.0,40.0,26.0,800.0,Changping
2015,3,14,0,73.0,208.0,79.0,1300.0,Changping
2015,3,14,1,69.0,121.0,75.0,1100.0,Changping
2015,3,14,2,66.0,94.0,67.0,1000.0,Changping
2015,3,14,3,60.0,76.0,65.0,900.0,Changping
2015,3,14,4,55.0,65.0,64.0,900.0,Changping
2015,3,14,5,49.0,64.0,59.0,800.0,Changping
2015,3,14,6,51.0,64.0,62.0,1000.0,Changping
2015,3,14,7,56.0,69.0,70.0,1400.0,Changping
2015,3,14,8,56.0,86.0,73.0,2100.0,Changping
2015,3,14,9,57.0,93.0,72.0,2400.0,Changping
2015,3,14,10,64.0,96.0,65.0,2300.0,Changping
2015,3,14,11,78.0,94.0,58.0,2000.0,Changping
2015,3,14,12,81.0,102.0,52.0,2000.0,Changping
2015,3,14,13,93.0,112.0,59.0,1900.0,Changping
2015,3,14,14,106.0,127.0,71.0,2000.0,Changping
2015,3,14,15,111.0,134.0,81.0,2100.0,Changping
2015,3,14,16,116.0,138.0,92.0,2200.0,Changping
2015,3,14,17,113.0,144.0,97.0,2200.0,Changping
2015,3,14,18,129.0,152.0,103.0,2300.0,Changping
2015,3,14,19,129.0,161.0,116.0,2400.0,Changping
2015,3,14,20,142.0,173.0,124.0,2600.0,Changping
2015,3,14,21,143.0,179.0,120.0,2900.0,Changping
2015,3,14,22,138.0,148.0,110.0,2600.0,Changping
2015,3,14,23,136.0,142.0,101.0,2400.0,Changping
